text,intent
Khát nước liên tục gần đây. Ngứa da tăng dần 1 tuần nay. Cảm giác kiến bò ở bàn chân tăng dần 2 tuần gần đây. Tê bì tay chân tăng dần 2 tuần gần đây.,Tiểu đường
Chuột rút nhẹ vài ngày nay. Khô miệng nhiều khi nghỉ. Cảm giác kiến bò ở bàn chân nhẹ 2 tuần gần đây. Nhìn mờ 1 tuần nay. Khát nước liên tục nhiều 1 tuần nay.,Tiểu đường
Đau họng dai dẳng 2 tuần gần đây. Sốt cao tăng dần khi nghỉ. Ho khan dai dẳng khi nghỉ.,Cảm cúm hoặc cảm lạnh
"Thỉnh thoảng, Tiểu ra máu khi nghỉ. Buồn nôn tăng dần. Ớn lạnh nhiều vài ngày nay. Nôn từng cơn. Tiểu gấp nhẹ gần đây.",Sỏi thận
Mụn nước phồng rộp 1 tuần nay. Da rỉ dịch dai dẳng khi gắng sức.,Viêm da tiếp xúc
"Hiện tại, Viêm họng từng cơn về đêm. Sốt cao khi nghỉ. Đau họng.",Cảm cúm hoặc cảm lạnh
Đau tức ngực dai dẳng vài ngày nay. Đau lan hàm hoặc cổ dai dẳng vài ngày nay. Khò khè khi nằm tăng dần về đêm. Đau lan cánh tay trái nhẹ vài ngày nay. Nhịp tim không đều dai dẳng khi gắng sức.,Tim mạch
Cảm giác cộm vướng tăng dần 1 tuần nay. Sưng quanh hậu môn tăng dần 2 tuần gần đây. Đau rát hậu môn dai dẳng khi gắng sức. Đau khi ngồi lâu nhiều khi gắng sức.,Trĩ
Nhiễm trùng da tái phát nhẹ khi nghỉ. Đi tiểu nhiều lần dai dẳng về đêm. Vết thương lâu lành từng cơn gần đây.,Tiểu đường
"Gần đây, Nóng đỏ khớp từng cơn khi gắng sức. Đau tăng khi vận động khớp tăng dần về đêm. Sưng khớp về đêm.",Đau lưng và viêm khớp
Đau tăng khi ngồi lâu nhẹ về đêm. Yếu chân nhẹ khi nghỉ. Cứng lưng buổi sáng từng cơn khi gắng sức. Hạn chế vận động nhẹ. Cứng khớp buổi sáng dai dẳng.,Đau lưng và viêm khớp
Viêm họng nhiều 1 tuần nay. Sổ mũi nhiều gần đây. Sốt tăng dần khi gắng sức.,Cảm cúm hoặc cảm lạnh
Đau tăng khi ngồi lâu dai dẳng. Sưng đau khớp gối tăng dần khi nghỉ. Tê bì chân tăng dần khi gắng sức. Cứng khớp buổi sáng từng cơn 2 tuần gần đây.,Đau lưng và viêm khớp
"Thỉnh thoảng, Đau tức ngực từng cơn khi nghỉ. Khó thở nhẹ về đêm.",Tim mạch
"Gần đây, Da sưng nề nhẹ 1 tuần nay. Rát bỏng da dai dẳng về đêm. Ban đỏ giới hạn vùng tiếp xúc tăng dần khi nghỉ. Cảm giác châm chích nhẹ gần đây. Vảy da nhiều gần đây.",Viêm da tiếp xúc
Đau ngực nhẹ khi nghỉ. Mệt mỏi dai dẳng khi gắng sức. Tiểu ra máu dai dẳng gần đây. Nấc kéo dài từng cơn khi gắng sức.,Suy thận
"Gần đây, Phù mặt nhiều khi nghỉ. Đau ngực dai dẳng 1 tuần nay. Hoa mắt hoa mắt nhiều 1 tuần nay.",Suy thận
Da dày lên theo mảng tăng dần vài ngày nay. Mụn nước phồng rộp dai dẳng khi gắng sức. Da sưng nề nhiều. Rát bỏng da nhẹ khi gắng sức.,Viêm da tiếp xúc
Nhức mỏi toàn thân nhẹ 2 tuần gần đây. Sốt cao tăng dần về đêm. Ớn lạnh từng cơn. Nghẹt mũi nhiều 1 tuần nay.,Cảm cúm hoặc cảm lạnh
Sưng khớp nhẹ vài ngày nay. Đau lưng âm ỉ dai dẳng 1 tuần nay. Giảm khi nghỉ ngơi khi nghỉ. Cứng khớp buổi sáng dai dẳng khi gắng sức. Tê bì chân dai dẳng khi nghỉ.,Đau lưng và viêm khớp
"Khoảng 1 tuần nay, Khát nước liên tục từng cơn gần đây. Giảm cân không chủ ý nhiều vài ngày nay. Vết thương lâu lành 1 tuần nay.",Tiểu đường
Mụn nước phồng rộp nhẹ về đêm. Cảm giác châm chích tăng dần khi nghỉ. Da rỉ dịch nhiều 1 tuần nay. Da nứt nẻ nhẹ khi nghỉ. Da dày lên theo mảng dai dẳng 1 tuần nay.,Viêm da tiếp xúc
Hắt hơi từng cơn gần đây. Ho khan nhẹ về đêm. Đau đầu nhẹ về đêm. Nghẹt mũi khi gắng sức.,Cảm cúm hoặc cảm lạnh
Ngứa da nhẹ khi gắng sức. Bầm tím dễ dàng về đêm. Phân bạc màu từng cơn. Lòng bàn tay đỏ nhiều khi nghỉ.,Xơ gan hoặc gan có vấn đề
Nước tiểu có mùi hôi từng cơn. Sốt dai dẳng vài ngày nay.,Sỏi thận
"Khoảng 3 ngày nay, Tiểu ra máu nhiều khi gắng sức. Đau tăng từng cơn dai dẳng.",Sỏi thận
Da sưng nề về đêm. Ngứa dữ dội từng cơn 1 tuần nay. Da nứt nẻ nhiều.,Viêm da tiếp xúc
Lòng bàn tay đỏ dai dẳng khi gắng sức. Sụt cân dai dẳng gần đây. Đau tức hạ sườn phải từng cơn vài ngày nay. Phân bạc màu nhiều 2 tuần gần đây.,Xơ gan hoặc gan có vấn đề
"Khoảng 3 ngày nay, Sốt nhiều 2 tuần gần đây. Đổ mồ hôi nhẹ. Hắt hơi nhẹ khi gắng sức. Đau họng tăng dần về đêm.",Cảm cúm hoặc cảm lạnh
Đau rát khi đi tiểu nhiều. Ớn lạnh tăng dần vài ngày nay. Tiểu gấp nhiều 1 tuần nay. Sốt tăng dần.,Sỏi thận
Hắt hơi nhiều gần đây. Đau cơ khi nghỉ. Chảy nước mũi nhẹ 2 tuần gần đây. Ho nhiều về đêm.,Cảm cúm hoặc cảm lạnh
Ngứa da dai dẳng vài ngày nay. Chán ăn vài ngày nay.,Xơ gan hoặc gan có vấn đề
Mệt mỏi bất thường dai dẳng. Ho khan dai dẳng. Ngất gần đây.,Tim mạch
Nhiễm trùng da tái phát nhẹ vài ngày nay. Giảm cân không chủ ý nhẹ. Đi tiểu nhiều lần dai dẳng 1 tuần nay. Chuột rút từng cơn khi nghỉ.,Tiểu đường
Đau lưng dữ dội tăng dần vài ngày nay. Giảm khi nghỉ ngơi nhẹ về đêm. Nóng đỏ khớp.,Đau lưng và viêm khớp
"Gần đây, Cứng lưng buổi sáng nhiều vài ngày nay. Hạn chế vận động nhẹ về đêm. Sưng khớp tăng dần gần đây. Nóng đỏ khớp về đêm. Sưng đau khớp gối vài ngày nay.",Đau lưng và viêm khớp
Nhịp tim không đều từng cơn. Ho khan dai dẳng vài ngày nay.,Tim mạch
Khô miệng dai dẳng khi nghỉ. Hơi thở mùi trái cây nhiều 1 tuần nay. Nhiễm trùng da tái phát nhẹ 2 tuần gần đây.,Tiểu đường
Buồn nôn nhẹ khi gắng sức. Nước tiểu đục nhẹ khi nghỉ.,Sỏi thận
Sốt nhẹ vài ngày nay. Sốt cao dai dẳng khi nghỉ. Chảy nước mũi về đêm.,Cảm cúm hoặc cảm lạnh
Vã mồ hôi lạnh nhẹ gần đây. Nặng ngực nhẹ về đêm.,Tim mạch
Khò khè khi nằm nhiều. Đau tức ngực nhiều gần đây.,Tim mạch
"Khoảng 3 ngày nay, Sao mạch trên da nhiều 2 tuần gần đây. Phân bạc màu nhiều gần đây. Nước tiểu sẫm màu từng cơn vài ngày nay.",Xơ gan hoặc gan có vấn đề
"Gần đây, Đau tức hạ sườn phải từng cơn khi nghỉ. Phù chân 2 tuần gần đây. Buồn nôn nhiều vài ngày nay. Bụng to do cổ trướng 1 tuần nay. Chảy máu cam từng cơn 1 tuần nay.",Xơ gan hoặc gan có vấn đề
Đổ mồ hôi khi nghỉ. Mệt mỏi nhẹ khi gắng sức. Chảy nước mũi nhiều khi gắng sức.,Cảm cúm hoặc cảm lạnh
Đau tăng từng cơn 2 tuần gần đây. Tiểu ra máu nhẹ 1 tuần nay. Đau rát khi đi tiểu nhẹ khi nghỉ. Nước tiểu có mùi hôi nhiều khi gắng sức.,Sỏi thận
"Thỉnh thoảng, Bụng to do cổ trướng nhiều về đêm. Lòng bàn tay đỏ vài ngày nay. Chán ăn từng cơn vài ngày nay. Phân bạc màu từng cơn khi nghỉ. Ngứa da từng cơn về đêm.",Xơ gan hoặc gan có vấn đề
"Gần đây, Lạo xạo khi cử động khớp về đêm. Sưng khớp dai dẳng 1 tuần nay. Đau tăng khi vận động khớp nhiều về đêm. Nóng đỏ khớp nhiều về đêm. Sưng đau khớp gối nhẹ vài ngày nay.",Đau lưng và viêm khớp
Ớn lạnh tăng dần. Sốt nhiều 1 tuần nay. Ho khan nhiều 2 tuần gần đây.,Cảm cúm hoặc cảm lạnh
Ăn nhiều nhưng vẫn sụt cân. Mờ mắt. Khô miệng và ngứa da.,Tiểu đường
Đau tức ngực nhiều 2 tuần gần đây. Đau lan hàm hoặc cổ khi gắng sức. Vã mồ hôi lạnh dai dẳng. Đau lan cánh tay trái từng cơn vài ngày nay.,Tim mạch
Vảy da nhiều khi gắng sức. Ban đỏ giới hạn vùng tiếp xúc nhẹ khi gắng sức. Da nứt nẻ dai dẳng về đêm. Da dày lên theo mảng dai dẳng vài ngày nay. Da rỉ dịch dai dẳng về đêm.,Viêm da tiếp xúc
Vảy da nhiều khi gắng sức. Da rỉ dịch dai dẳng khi nghỉ. Mụn nước phồng rộp từng cơn khi nghỉ. Ban đỏ giới hạn vùng tiếp xúc tăng dần 2 tuần gần đây.,Viêm da tiếp xúc
Tiểu ra máu từng cơn khi gắng sức. Buồn nôn nhiều về đêm. Đau lan xuống háng.,Sỏi thận
Tiểu ra máu. Nước tiểu có mùi hôi tăng dần gần đây. Nôn dai dẳng 2 tuần gần đây.,Sỏi thận
Rối loạn giấc ngủ về đêm. Nước tiểu có bọt từng cơn 1 tuần nay. Mệt mỏi dai dẳng gần đây.,Suy thận
Đau ngực tăng dần khi nghỉ. Nước tiểu sẫm màu nhiều 2 tuần gần đây. Ngứa dai dẳng tăng dần về đêm. Tiểu ít nhiều 2 tuần gần đây.,Suy thận
Tiểu ít nhẹ gần đây. Cơ giật nhiều vài ngày nay. Chuột rút cơ nhẹ gần đây. Nước tiểu có bọt nhẹ vài ngày nay.,Suy thận
Viêm họng 2 tuần gần đây. Nhức mỏi toàn thân từng cơn. Sổ mũi dai dẳng 1 tuần nay. Sốt cao tăng dần.,Cảm cúm hoặc cảm lạnh
Đau lan cánh tay trái dai dẳng khi gắng sức. Chóng mặt. Ho khan dai dẳng dai dẳng khi gắng sức. Hồi hộp đánh trống ngực nhiều gần đây. Nặng ngực nhiều.,Tim mạch
Đau khi ngồi lâu nhẹ 1 tuần nay. Ngứa quanh hậu môn dai dẳng gần đây. Sa búi trĩ nhiều vài ngày nay. Sưng quanh hậu môn tăng dần khi nghỉ.,Trĩ
"Khoảng 1 tuần nay, Đau họng dai dẳng vài ngày nay. Ớn lạnh tăng dần gần đây. Nhức mỏi toàn thân nhiều gần đây. Nghẹt mũi từng cơn.",Cảm cúm hoặc cảm lạnh
Tiểu nhiều bất thường từng cơn gần đây. Rối loạn giấc ngủ tăng dần gần đây. Nôn khi nghỉ. Khó thở từng cơn 1 tuần nay.,Suy thận
Vã mồ hôi lạnh từng cơn khi gắng sức. Khó thở nhẹ 2 tuần gần đây. Đau tức ngực vài ngày nay. Tim đập nhanh tăng dần khi gắng sức. Nặng ngực dai dẳng khi nghỉ.,Tim mạch
Đau lưng âm ỉ gần đây. Sưng khớp tăng dần khi nghỉ. Yếu chân từng cơn vài ngày nay. Đau tăng khi nâng vật nặng nhẹ 1 tuần nay.,Đau lưng và viêm khớp
Đau lưng dữ dội dai dẳng khi gắng sức. Hạn chế vận động dai dẳng về đêm. Lạo xạo khi cử động khớp tăng dần về đêm. Đau lưng âm ỉ dai dẳng về đêm.,Đau lưng và viêm khớp
Sưng quanh hậu môn từng cơn khi gắng sức. Đau khi ngồi lâu nhẹ về đêm.,Trĩ
Sốt nhẹ vài ngày nay. Buồn nôn nhiều. Nôn nhẹ khi nghỉ. Nước tiểu đục tăng dần gần đây.,Sỏi thận
"Thỉnh thoảng, Lòng bàn tay đỏ nhẹ về đêm. Phù chân nhiều vài ngày nay. Sao mạch trên da nhẹ vài ngày nay.",Xơ gan hoặc gan có vấn đề
Mệt mỏi bất thường 2 tuần gần đây. Đau lan hàm hoặc cổ nhẹ khi gắng sức. Chóng mặt nhẹ gần đây. Nặng ngực tăng dần khi gắng sức. Khò khè khi nằm nhiều.,Tim mạch
Nôn dai dẳng 1 tuần nay. Tiểu gấp nhiều 2 tuần gần đây. Nước tiểu đục 2 tuần gần đây. Buồn nôn nhiều 1 tuần nay. Tiểu ra máu dai dẳng.,Sỏi thận
"Gần đây, Rối loạn giấc ngủ tăng dần gần đây. Bầm tím dễ dàng nhẹ về đêm.",Xơ gan hoặc gan có vấn đề
Da dày lên theo mảng dai dẳng 2 tuần gần đây. Vảy da tăng dần gần đây. Da nứt nẻ nhẹ vài ngày nay.,Viêm da tiếp xúc
"Gần đây, Đói và mệt mỏi gần đây. Nhiễm trùng da tái phát dai dẳng.",Tiểu đường
"Hiện tại, Cảm giác cộm vướng từng cơn. Ngứa quanh hậu môn nhẹ. Sưng quanh hậu môn dai dẳng về đêm.",Trĩ
Tiểu ít nhẹ khi nghỉ. Ngứa dai dẳng nhiều gần đây.,Suy thận
Đau quặn hông lưng dai dẳng 1 tuần nay. Tiểu buốt dai dẳng.,Sỏi thận
Mệt mỏi tăng dần 1 tuần nay. Chuột rút cơ nhẹ vài ngày nay. Nước tiểu sẫm màu nhẹ 2 tuần gần đây. Ngứa dai dẳng nhiều gần đây.,Suy thận
"Gần đây, Đau tức hạ sườn phải dai dẳng về đêm. Sụt cân nhẹ 1 tuần nay. Mệt mỏi nhiều vài ngày nay. Bầm tím dễ dàng nhiều gần đây. Chán ăn nhẹ khi gắng sức.",Xơ gan hoặc gan có vấn đề
"Thỉnh thoảng, Phù chân nhiều khi nghỉ. Đau tức hạ sườn phải dai dẳng 2 tuần gần đây.",Xơ gan hoặc gan có vấn đề
Hơi thở có mùi hôi nhẹ. Chuột rút cơ khi gắng sức. Buồn nôn nhiều 1 tuần nay. Cơ giật tăng dần về đêm.,Suy thận
"Gần đây, Sụt cân từng cơn 1 tuần nay. Đau tức hạ sườn phải gần đây.",Xơ gan hoặc gan có vấn đề
Dịch nhầy quanh hậu môn 2 tuần gần đây. Sưng quanh hậu môn nhẹ về đêm. Cảm giác cộm vướng tăng dần. Chảy máu khi đi tiêu dai dẳng khi nghỉ.,Trĩ
Mệt mỏi bất thường nhẹ về đêm. Chóng mặt tăng dần. Khó thở tăng dần. Đau tức ngực dai dẳng khi gắng sức.,Tim mạch
"Hiện tại, Chảy nước mũi dai dẳng vài ngày nay. Nhức mỏi toàn thân nhẹ vài ngày nay. Đau cơ tăng dần về đêm. Khò khè dai dẳng về đêm. Đổ mồ hôi dai dẳng 1 tuần nay.",Cảm cúm hoặc cảm lạnh
Buồn nôn từng cơn về đêm. Ớn lạnh nhẹ vài ngày nay. Tiểu gấp vài ngày nay. Đau tăng từng cơn nhẹ. Nước tiểu đục từng cơn 2 tuần gần đây.,Sỏi thận
"Hiện tại, Sa búi trĩ từng cơn khi nghỉ. Dịch nhầy quanh hậu môn nhẹ về đêm. Cảm giác cộm vướng nhẹ khi nghỉ. Đau khi ngồi lâu từng cơn gần đây. Đau rát hậu môn khi nghỉ.",Trĩ
Đổ mồ hôi nhiều khi gắng sức. Sốt cao nhiều về đêm.,Cảm cúm hoặc cảm lạnh
"Thỉnh thoảng, Ngứa dai dẳng dai dẳng. Tiểu đêm nhiều nhiều 1 tuần nay. Cơ giật tăng dần 2 tuần gần đây. Tiểu nhiều bất thường tăng dần 2 tuần gần đây. Khó thở tăng dần.",Suy thận
Mụn nước phồng rộp nhẹ 1 tuần nay. Ngứa dữ dội nhiều. Ban đỏ giới hạn vùng tiếp xúc nhẹ khi nghỉ. Da sưng nề nhẹ khi nghỉ.,Viêm da tiếp xúc
Đói và mệt mỏi nhiều về đêm. Hơi thở mùi trái cây nhiều vài ngày nay. Khát về đêm nhiều. Ngứa da từng cơn về đêm. Nhìn mờ dai dẳng khi gắng sức.,Tiểu đường
Sốt nhẹ 1 tuần nay. Sốt nhẹ nhiều. Ớn lạnh khi nghỉ. Sổ mũi nhẹ khi nghỉ.,Cảm cúm hoặc cảm lạnh
"Gần đây, Chảy máu khi đi tiêu dai dẳng khi nghỉ. Đau rát hậu môn khi gắng sức.",Trĩ
Đau lan xuống háng nhẹ 1 tuần nay. Buồn nôn nhẹ. Tiểu ra máu dai dẳng 1 tuần nay.,Sỏi thận
Chảy máu khi đi tiêu nhiều về đêm. Sưng quanh hậu môn từng cơn khi gắng sức. Đau khi ngồi lâu tăng dần khi nghỉ. Sa búi trĩ nhẹ khi nghỉ.,Trĩ
Buồn nôn tăng dần gần đây. Tiểu buốt nhẹ khi gắng sức. Đau rát khi đi tiểu dai dẳng khi gắng sức. Tiểu ra máu nhiều khi nghỉ.,Sỏi thận
"Khoảng 2 tuần, Hoa mắt chóng mặt nhiều về đêm. Tăng huyết áp khó kiểm soát nhẹ khi nghỉ. Mệt mỏi vài ngày nay. Nước tiểu sẫm màu vài ngày nay. Đau ngực dai dẳng vài ngày nay.",Suy thận
Mệt mỏi tăng dần 2 tuần gần đây. Hơi thở có mùi hôi dai dẳng khi nghỉ.,Suy thận
Da dày lên theo mảng tăng dần vài ngày nay. Mụn nước phồng rộp nhiều khi nghỉ. Rát bỏng da từng cơn 2 tuần gần đây. Cảm giác châm chích từng cơn.,Viêm da tiếp xúc
Tiểu gấp nhiều khi nghỉ. Ớn lạnh từng cơn gần đây.,Sỏi thận
"Gần đây, Mệt mỏi bất thường tăng dần 2 tuần gần đây. Ngất khi gắng sức. Nhịp tim không đều 1 tuần nay. Tim đập nhanh 1 tuần nay. Khò khè khi nằm từng cơn khi gắng sức.",Tim mạch
"Gần đây, Chán ăn vài ngày nay. Mệt mỏi nhẹ. Sụt cân dai dẳng 2 tuần gần đây. Ngứa da nhẹ về đêm. Buồn nôn dai dẳng về đêm.",Xơ gan hoặc gan có vấn đề
Đau đầu từng cơn vài ngày nay. Hắt hơi tăng dần vài ngày nay.,Cảm cúm hoặc cảm lạnh
"Hiện tại, Đổ mồ hôi 2 tuần gần đây. Ho từng cơn 2 tuần gần đây.",Cảm cúm hoặc cảm lạnh
Nóng đỏ khớp từng cơn. Sưng nhức khớp cổ tay nhẹ 2 tuần gần đây. Hạn chế vận động dai dẳng về đêm. Giảm khi nghỉ ngơi nhiều về đêm.,Đau lưng và viêm khớp
Mệt mỏi bất thường tăng dần khi nghỉ. Vã mồ hôi lạnh gần đây. Khò khè khi nằm nhẹ. Đau tức ngực nhẹ. Chóng mặt từng cơn 1 tuần nay.,Tim mạch
Ngứa dai dẳng 1 tuần nay. Căng tức khi đi tiểu nhiều 1 tuần nay.,Suy thận
Đau rát hậu môn nhiều. Sa búi trĩ tăng dần 2 tuần gần đây. Dịch nhầy quanh hậu môn nhiều 1 tuần nay.,Trĩ
Sổ mũi nhiều gần đây. Ho khan. Đổ mồ hôi nhiều vài ngày nay. Nhức mỏi toàn thân gần đây.,Cảm cúm hoặc cảm lạnh
Phù mắt cá chân nhiều vài ngày nay. Ho khan dai dẳng từng cơn khi nghỉ. Đau lan cánh tay trái từng cơn vài ngày nay. Mệt mỏi bất thường dai dẳng gần đây.,Tim mạch
Nhịp tim không đều nhiều 1 tuần nay. Chóng mặt dai dẳng gần đây. Vã mồ hôi lạnh dai dẳng khi nghỉ. Đau tức ngực từng cơn về đêm.,Tim mạch
